N,p,f,pop_type,alpha,p_true,cube_e_max,cube_e_mean,cube_bias,cube_nfrac,cube_nsel,sph_e_max,sph_e_mean,sph_bias,sph_nfrac,sph_nsel,delta_e_max,delta_e_mean,delta_bias,rep
50,2,0.2,skewed,0.1,0.6,0.7587941367656295,0.59630768536043,-0.19999999999999996,2,6,0.686434595105636,0.6464023824448472,-0.19999999999999996,2,9,-0.07235954165999348,0.05009469708441716,0.0,3
50,2,0.2,skewed,0.1,0.6,0.825722415079853,0.6036870473919854,-0.3,2,10,0.6510512067612392,0.36238906453727604,-0.19999999999999996,2,6,-0.17467120831861382,-0.24129798285470938,-0.10000000000000003,4
50,2,0.2,skewed,0.1,0.6,0.4488759331694892,0.308251530203258,0.0,2,7,0.6078803382724619,0.3862377541973919,-0.09999999999999998,2,6,0.1590044051029727,0.07798622399413391,0.09999999999999998,5
50,2,0.2,skewed,0.1,0.6,0.6302806155658464,0.3338087838639949,0.09999999999999998,2,11,0.4043512980263668,0.23317371783170152,-0.3,2,8,-0.22592931753947953,-0.10063506603229336,0.2,6
50,2,0.2,skewed,0.1,0.6,0.17268791110814544,0.1552249293578321,0.09999999999999998,2,15,0.6471784108882335,0.3456409394995296,-0.19999999999999996,2,9,0.47449049978008806,0.1904160101416975,0.09999999999999998,7
50,2,0.2,skewed,0.1,0.6,0.31057480866356135,0.25091805024350905,0.09999999999999998,2,10,0.16366346744432467,0.10412584728664548,0.0,2,13,-0.14691134121923669,-0.14679220295686357,-0.09999999999999998,8
50,2,0.2,skewed,0.1,0.6,0.38139003588533577,0.3776308531747522,-0.19999999999999996,2,8,0.3367867448342334,0.18770147106494678,-0.09999999999999998,2,9,-0.04460329105110239,-0.18992938210980542,-0.09999999999999998,9
50,2,0.2,skewed,0.1,0.6,0.14261027608687948,0.07959458345326995,0.0,2,10,0.7424420944314607,0.4359957085230738,0.0,2,9,0.5998318183445812,0.3564011250698038,0.0,10
50,2,0.2,skewed,0.1,0.6,0.33505073617559245,0.20017695263001944,0.0,2,12,0.6287509450072837,0.516328442620448,0.09999999999999998,2,8,0.29370020883169123,0.3161514899904285,0.09999999999999998,11
50,2,0.2,skewed,0.1,0.6,0.647558348553493,0.3799135158155687,0.0,2,10,0.12039609681862157,0.09190468653371019,0.20000000000000007,2,13,-0.5271622517348715,-0.2880088292818585,0.20000000000000007,12
50,2,0.2,skewed,0.1,0.6,1.3879475797116627,1.106260499864403,-0.09999999999999998,2,7,0.2022626010872753,0.12837040733349672,0.0,2,8,-1.1856849786243875,-0.9778900925309063,-0.09999999999999998,13
50,2,0.2,skewed,0.1,0.6,0.5370278267107951,0.3363011517837421,0.09999999999999998,2,13,0.7349166877201233,0.4740030184025986,-0.19999999999999996,2,8,0.19788886100932823,0.13770186661885653,0.09999999999999998,14
50,2,0.2,skewed,0.1,0.6,0.596083164505488,0.37765987501829984,0.20000000000000007,2,11,0.5068866193959082,0.39569538235076657,0.0,2,13,-0.08919654510957986,0.018035507332466727,-0.20000000000000007,15
50,2,0.2,skewed,0.1,0.6,0.7600424895174401,0.6772592332888823,-0.09999999999999998,2,7,0.13199408612384625,0.10531851552003282,-0.09999999999999998,2,11,-0.6280484033935939,-0.5719407177688495,0.0,16
50,2,0.2,skewed,0.1,0.6,0.882060683247827,0.588209526020353,-0.3,2,8,0.13351126999548832,0.12136124132964907,0.20000000000000007,2,14,-0.7485494132523387,-0.46684828469070394,-0.09999999999999992,17
50,2,0.2,skewed,0.1,0.6,0.5829704713999583,0.36157114718830746,0.20000000000000007,2,13,0.96119322362438,0.6532347223770057,0.0,2,10,0.3782227522244217,0.2916635751886983,-0.20000000000000007,18
50,2,0.2,skewed,0.1,0.6,0.729753758734589,0.48706437814042974,0.09999999999999998,2,9,0.8372541076072536,0.6991217782816246,0.09999999999999998,2,12,0.10750034887266458,0.21205740014119484,0.0,19
50,2,0.2,skewed,0.2,0.6,0.5769845847470381,0.42438628142938206,-0.09999999999999998,2,6,0.376712502468384,0.272191320336983,0.30000000000000004,2,10,-0.20027208227865406,-0.15219496109239905,0.20000000000000007,0
50,2,0.2,skewed,0.2,0.6,0.4994106041498025,0.41825394451980363,0.0,2,7,0.22743521915780668,0.17326424828666098,0.0,2,8,-0.2719753849919958,-0.24498969623314265,0.0,1
50,2,0.2,skewed,0.2,0.6,0.38220692264784994,0.3791733346436133,0.20000000000000007,2,9,0.24298426542389948,0.2150023353869096,-0.19999999999999996,2,11,-0.13922265722395047,-0.1641709992567037,-1.1102230246251565e-16,2
